0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13
JALNA,0.00%,0.06%,99.94%,0.06%,93.79%,6.15%,97.89%,2.11%,0.00%,8.85%,91.15%,41.12%,58.88%,0.03%,0.11%,99.86%,JALNA,99.92%,0.08%,98.79%,1.21%,undefined%,undefined%,undefined%,0.90%,99.10%,78.39%,21.61%,99.78%,0.22%
KOLHAPUR,6.88%,37.10%,56.01%,79.77%,17.98%,2.26%,73.99%,21.59%,4.42%,89.44%,10.56%,6.88%,93.12%,31.64%,50.81%,17.55%,KOLHAPUR,98.82%,1.18%,99.98%,0.02%,undefined%,undefined%,undefined%,42.34%,57.66%,17.86%,82.14%,99.36%,0.64%
DHULE,0.11%,1.41%,98.48%,0.18%,94.91%,4.92%,99.50%,0.27%,0.23%,36.30%,63.70%,67.09%,32.91%,0.02%,4.23%,95.76%,DHULE,100.00%,0.00%,99.50%,0.50%,undefined%,undefined%,undefined%,66.89%,33.11%,66.71%,33.29%,99.58%,0.42%
Chhatrapati Sambhajinagar,0.00%,0.05%,99.95%,39.51%,58.63%,1.86%,84.04%,12.40%,3.56%,45.87%,54.13%,11.07%,88.93%,0.10%,7.80%,92.10%,Chhatrapati Sambhajinagar,98.91%,1.09%,94.78%,5.22%,undefined%,undefined%,undefined%,1.81%,98.19%,28.35%,71.65%,91.30%,8.70%
THANE,2.98%,53.00%,44.02%,36.88%,53.05%,10.08%,58.99%,29.07%,11.94%,84.74%,15.26%,0.20%,99.80%,29.12%,61.41%,9.47%,THANE,99.85%,0.15%,8.52%,91.48%,undefined%,undefined%,undefined%,98.34%,1.66%,93.25%,6.75%,99.90%,0.10%
LATUR,0.15%,1.22%,98.64%,0.03%,42.04%,57.93%,99.88%,0.00%,0.12%,12.04%,87.96%,9.16%,90.84%,0.12%,14.26%,85.62%,LATUR,100.00%,0.00%,100.00%,0.00%,undefined%,undefined%,undefined%,63.89%,36.11%,42.62%,57.38%,99.67%,0.33%
PUNE,0.23%,21.85%,77.92%,2.78%,66.81%,30.42%,69.68%,5.51%,24.81%,13.99%,86.01%,30.43%,69.57%,4.40%,58.75%,36.85%,PUNE,79.27%,20.73%,87.03%,12.97%,undefined%,undefined%,undefined%,7.08%,92.92%,8.67%,91.33%,36.42%,63.58%
GADCHIROLI,0.13%,1.47%,98.40%,0.70%,45.13%,54.17%,75.29%,20.11%,4.60%,63.72%,36.28%,5.48%,94.52%,61.06%,21.40%,17.54%,GADCHIROLI,49.88%,50.12%,87.20%,12.80%,undefined%,undefined%,undefined%,21.48%,78.52%,13.24%,86.76%,14.64%,85.36%
NAGPUR,2.56%,31.97%,65.47%,12.52%,78.91%,8.57%,91.26%,6.40%,2.34%,27.89%,72.11%,9.94%,90.06%,0.58%,25.99%,73.43%,NAGPUR,99.30%,0.70%,95.94%,4.06%,undefined%,undefined%,undefined%,19.00%,81.00%,59.16%,40.84%,89.00%,11.00%
SATARA,0.03%,19.81%,80.16%,9.06%,65.23%,25.70%,88.30%,10.19%,1.51%,0.32%,99.68%,18.45%,81.55%,4.68%,27.04%,68.28%,SATARA,99.42%,0.58%,0.58%,99.42%,undefined%,undefined%,undefined%,45.08%,54.92%,38.99%,61.01%,84.18%,15.82%
NANDED,0.08%,0.06%,99.86%,0.60%,67.50%,31.90%,99.40%,0.02%,0.58%,51.54%,48.46%,21.16%,78.84%,0.23%,19.97%,79.79%,NANDED,99.98%,0.02%,99.21%,0.79%,undefined%,undefined%,undefined%,71.97%,28.03%,89.14%,10.86%,99.57%,0.43%
NANDURBAR,0.02%,57.67%,42.31%,30.77%,69.11%,0.13%,26.15%,72.07%,1.78%,53.16%,46.84%,82.27%,17.73%,1.05%,17.85%,81.10%,NANDURBAR,99.96%,0.04%,99.54%,0.46%,undefined%,undefined%,undefined%,60.58%,39.42%,44.51%,55.49%,99.52%,0.48%
AHMEDNAGAR,0.45%,0.25%,99.31%,25.57%,44.26%,30.17%,16.18%,28.96%,54.86%,85.63%,14.37%,28.09%,71.91%,0.84%,11.80%,87.36%,AHMEDNAGAR,99.36%,0.64%,64.55%,35.45%,undefined%,undefined%,undefined%,8.93%,91.07%,24.21%,75.79%,94.51%,5.49%
SANGLI,0.07%,5.29%,94.65%,0.46%,90.05%,9.49%,79.28%,18.37%,2.35%,86.29%,13.71%,9.92%,90.08%,0.03%,9.20%,90.77%,SANGLI,99.74%,0.26%,100.00%,0.00%,undefined%,undefined%,undefined%,57.72%,42.28%,72.58%,27.42%,94.68%,5.32%
JALGAON,0.06%,0.00%,99.94%,0.49%,98.15%,1.36%,98.33%,1.30%,0.37%,52.84%,47.16%,66.75%,33.25%,0.37%,29.80%,69.83%,JALGAON,100.00%,0.00%,99.69%,0.31%,undefined%,undefined%,undefined%,4.81%,95.19%,31.46%,68.54%,99.20%,0.80%
GONDIA,0.07%,31.75%,68.18%,0.44%,99.27%,0.29%,65.40%,34.53%,0.07%,14.34%,85.66%,62.55%,37.45%,0.22%,22.90%,76.88%,GONDIA,31.82%,68.18%,86.69%,13.31%,undefined%,undefined%,undefined%,99.34%,0.66%,15.95%,84.05%,96.19%,3.81%
YAVATMAL,0.00%,8.30%,91.70%,58.92%,41.08%,0.00%,98.76%,1.24%,0.00%,17.43%,82.57%,4.98%,95.02%,32.78%,63.07%,4.15%,YAVATMAL,99.59%,0.41%,100.00%,0.00%,undefined%,undefined%,undefined%,0.00%,100.00%,65.98%,34.02%,99.17%,0.83%
