0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13
VAISHALI,0.08%,0.00%,99.92%,6.30%,91.89%,1.81%,46.53%,53.18%,0.29%,72.19%,27.81%,34.86%,65.14%,0.10%,0.15%,99.75%,VAISHALI,99.98%,0.02%,99.88%,0.12%,undefined%,undefined%,undefined%,93.37%,6.63%,95.07%,4.93%,75.90%,24.10%
KISHANGANJ,0.20%,56.03%,43.77%,59.23%,38.45%,2.32%,76.33%,21.79%,1.88%,70.64%,29.36%,17.66%,82.34%,87.34%,12.49%,0.16%,KISHANGANJ,98.52%,1.48%,98.27%,1.73%,undefined%,undefined%,undefined%,94.67%,5.33%,75.29%,24.71%,94.53%,5.47%
JEHANABAD,0.06%,89.95%,9.99%,19.41%,80.45%,0.14%,76.88%,22.03%,1.09%,93.84%,6.16%,9.30%,90.70%,4.98%,78.11%,16.91%,JEHANABAD,87.56%,12.44%,99.51%,0.49%,undefined%,undefined%,undefined%,92.31%,7.69%,48.48%,51.52%,64.53%,35.47%
BEGUSARAI,0.04%,0.70%,99.26%,14.26%,85.70%,0.04%,75.41%,24.45%,0.13%,89.97%,10.03%,37.28%,62.72%,0.28%,56.30%,43.42%,BEGUSARAI,99.84%,0.16%,99.99%,0.01%,undefined%,undefined%,undefined%,95.09%,4.91%,61.68%,38.32%,94.78%,5.22%
BHAGALPUR,0.00%,1.10%,98.90%,71.05%,28.93%,0.02%,87.45%,11.97%,0.57%,26.33%,73.67%,9.03%,90.97%,0.00%,63.89%,36.11%,BHAGALPUR,99.85%,0.15%,100.00%,0.00%,undefined%,undefined%,undefined%,98.84%,1.16%,93.17%,6.83%,98.40%,1.60%
AURANGABAD,0.33%,67.77%,31.90%,25.91%,70.14%,3.96%,79.92%,17.76%,2.32%,48.29%,51.71%,1.31%,98.69%,3.93%,89.30%,6.78%,AURANGABAD,99.70%,0.30%,99.88%,0.12%,undefined%,undefined%,undefined%,98.01%,1.99%,63.51%,36.49%,99.82%,0.18%
NAWADA,0.08%,74.00%,25.91%,18.21%,77.04%,4.75%,88.15%,11.05%,0.81%,42.12%,57.88%,10.45%,89.55%,2.15%,74.48%,23.37%,NAWADA,100.00%,0.00%,99.96%,0.04%,undefined%,undefined%,undefined%,99.75%,0.25%,96.73%,3.27%,99.98%,0.02%
ARARIA,0.00%,28.98%,71.02%,16.32%,83.50%,0.19%,90.25%,9.13%,0.62%,58.76%,41.24%,26.07%,73.93%,88.30%,11.70%,0.00%,ARARIA,100.00%,0.00%,99.66%,0.34%,undefined%,undefined%,undefined%,99.38%,0.62%,82.66%,17.34%,94.44%,5.56%
KATIHAR,0.02%,55.50%,44.48%,6.64%,93.16%,0.20%,82.11%,17.80%,0.09%,75.64%,24.36%,36.26%,63.74%,60.30%,39.47%,0.23%,KATIHAR,99.93%,0.07%,98.91%,1.09%,undefined%,undefined%,undefined%,99.02%,0.98%,77.63%,22.37%,88.30%,11.70%
SHEOHAR,0.17%,85.78%,14.05%,1.66%,97.07%,1.27%,1.70%,96.85%,1.44%,93.17%,6.83%,75.86%,24.14%,2.74%,89.83%,7.43%,SHEOHAR,99.60%,0.40%,99.96%,0.04%,undefined%,undefined%,undefined%,93.22%,6.78%,86.88%,13.12%,91.71%,8.29%
MUZAFFARPUR,0.09%,0.12%,99.79%,28.86%,69.95%,1.19%,65.84%,31.91%,2.25%,50.58%,49.42%,18.30%,81.70%,0.03%,0.07%,99.90%,MUZAFFARPUR,96.83%,3.17%,78.34%,21.66%,undefined%,undefined%,undefined%,97.37%,2.63%,28.83%,71.17%,96.91%,3.09%
MADHEPURA,0.07%,60.04%,39.89%,94.21%,5.75%,0.05%,55.12%,35.43%,9.45%,78.29%,21.71%,20.43%,79.57%,14.93%,53.65%,31.42%,MADHEPURA,99.57%,0.43%,98.05%,1.95%,undefined%,undefined%,undefined%,97.67%,2.33%,61.62%,38.38%,98.61%,1.39%
