0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PASHCHIM CHAMPARAN,0.02%,2.21%,97.78%,5.89%,94.09%,0.02%,32.85%,66.75%,0.40%,59.70%,40.30%,30.59%,69.41%,0.48%,33.33%,66.19%,PASHCHIM CHAMPARAN,99.44%,0.56%,99.83%,0.17%,undefined%,undefined%,undefined%,97.16%,2.84%,32.21%,67.79%,99.32%,0.68%
BHOJPUR,4.57%,64.88%,30.55%,58.17%,40.57%,1.26%,69.40%,26.30%,4.30%,66.64%,33.36%,20.71%,79.29%,4.28%,69.56%,26.16%,BHOJPUR,99.71%,0.29%,99.38%,0.62%,undefined%,undefined%,undefined%,88.77%,11.23%,95.33%,4.67%,99.05%,0.95%
KHAGARIA,0.13%,0.00%,99.87%,13.61%,84.49%,1.91%,42.78%,56.65%,0.57%,95.16%,4.84%,76.85%,23.15%,0.24%,82.10%,17.66%,KHAGARIA,99.89%,0.11%,99.92%,0.08%,undefined%,undefined%,undefined%,99.10%,0.90%,81.49%,18.51%,98.79%,1.21%
KAIMUR (BHABUA),0.00%,46.96%,53.04%,80.85%,19.01%,0.15%,50.79%,48.59%,0.62%,51.83%,48.17%,1.16%,98.84%,1.01%,77.24%,21.75%,KAIMUR (BHABUA),92.01%,7.99%,53.21%,46.79%,undefined%,undefined%,undefined%,63.16%,36.84%,67.89%,32.11%,94.00%,6.00%
ARWAL,0.17%,46.60%,53.24%,41.32%,53.76%,4.92%,60.34%,38.44%,1.22%,62.67%,37.33%,6.80%,93.20%,22.18%,63.99%,13.83%,ARWAL,85.29%,14.71%,74.93%,25.07%,undefined%,undefined%,undefined%,91.28%,8.72%,27.81%,72.19%,81.85%,18.15%
SAMASTIPUR,0.01%,1.24%,98.75%,0.50%,99.36%,0.14%,71.51%,28.11%,0.38%,96.41%,3.59%,55.74%,44.26%,0.04%,69.79%,30.17%,SAMASTIPUR,99.88%,0.12%,99.81%,0.19%,undefined%,undefined%,undefined%,96.86%,3.14%,87.42%,12.58%,99.56%,0.44%
SIWAN,0.02%,0.00%,99.98%,1.42%,96.80%,1.78%,91.83%,7.39%,0.77%,19.29%,80.71%,10.65%,89.35%,0.00%,4.24%,95.76%,SIWAN,93.26%,6.74%,86.95%,13.05%,undefined%,undefined%,undefined%,43.24%,56.76%,25.07%,74.93%,55.92%,44.08%
GOPALGANJ,0.02%,0.77%,99.21%,5.20%,92.47%,2.33%,52.04%,47.42%,0.54%,82.58%,17.42%,33.26%,66.74%,0.48%,26.53%,73.00%,GOPALGANJ,99.54%,0.46%,99.22%,0.78%,undefined%,undefined%,undefined%,94.99%,5.01%,53.39%,46.61%,94.99%,5.01%
SITAMARHI,0.08%,47.18%,52.74%,21.45%,77.84%,0.70%,66.21%,30.69%,3.09%,70.96%,29.04%,37.06%,62.94%,11.51%,50.63%,37.86%,SITAMARHI,99.81%,0.19%,99.07%,0.93%,undefined%,undefined%,undefined%,99.03%,0.97%,94.59%,5.41%,99.84%,0.16%
PURBI CHAMPARAN,0.47%,6.87%,92.66%,6.06%,86.55%,7.39%,53.84%,43.61%,2.55%,49.22%,50.78%,63.23%,36.77%,1.61%,35.07%,63.33%,PURBI CHAMPARAN,99.61%,0.39%,99.62%,0.38%,undefined%,undefined%,undefined%,91.14%,8.86%,72.97%,27.03%,91.08%,8.92%
SARAN,0.00%,0.11%,99.89%,1.46%,98.49%,0.05%,88.16%,11.75%,0.09%,94.75%,5.25%,47.21%,52.79%,0.00%,23.03%,76.97%,SARAN,99.85%,0.15%,99.80%,0.20%,undefined%,undefined%,undefined%,99.62%,0.38%,98.66%,1.34%,99.26%,0.74%
MADHUBANI,0.07%,60.19%,39.74%,2.82%,90.50%,6.68%,50.61%,48.89%,0.49%,79.25%,20.75%,6.87%,93.13%,3.89%,89.92%,6.19%,MADHUBANI,94.20%,5.80%,99.77%,0.23%,undefined%,undefined%,undefined%,95.35%,4.65%,59.40%,40.60%,84.68%,15.32%
BUXAR,0.21%,8.56%,91.23%,35.61%,64.00%,0.39%,55.67%,42.25%,2.09%,15.52%,84.48%,11.85%,88.15%,2.69%,56.37%,40.94%,BUXAR,99.95%,0.05%,97.94%,2.06%,undefined%,undefined%,undefined%,97.31%,2.69%,62.77%,37.23%,99.37%,0.63%
PATNA,3.02%,72.11%,24.87%,16.02%,78.95%,5.03%,51.31%,40.92%,7.76%,65.48%,34.52%,26.76%,73.24%,3.18%,59.77%,37.06%,PATNA,99.71%,0.29%,97.57%,2.43%,undefined%,undefined%,undefined%,88.28%,11.72%,68.56%,31.44%,94.73%,5.27%
NALANDA,5.75%,71.38%,22.87%,7.66%,88.55%,3.79%,69.40%,26.88%,3.72%,65.82%,34.18%,28.03%,71.97%,3.31%,89.47%,7.22%,NALANDA,97.28%,2.72%,94.87%,5.13%,undefined%,undefined%,undefined%,93.41%,6.59%,81.36%,18.64%,97.59%,2.41%
LAKHISARAI,0.04%,74.89%,25.07%,14.26%,82.94%,2.80%,67.19%,31.89%,0.92%,90.61%,9.39%,12.78%,87.22%,0.84%,11.09%,88.07%,LAKHISARAI,99.72%,0.28%,74.42%,25.58%,undefined%,undefined%,undefined%,89.70%,10.30%,77.04%,22.96%,99.96%,0.04%
JAMUI,2.91%,56.37%,40.72%,0.37%,76.68%,22.95%,35.92%,39.17%,24.91%,71.65%,28.35%,37.02%,62.98%,23.52%,74.55%,1.93%,JAMUI,99.59%,0.41%,96.40%,3.60%,undefined%,undefined%,undefined%,85.84%,14.16%,79.86%,20.14%,85.01%,14.99%
SHEIKHPURA,0.08%,0.34%,99.58%,0.46%,99.50%,0.04%,82.38%,17.42%,0.19%,98.40%,1.60%,27.02%,72.98%,0.42%,94.99%,4.59%,SHEIKHPURA,97.52%,2.48%,100.00%,0.00%,undefined%,undefined%,undefined%,94.07%,5.93%,93.66%,6.34%,99.85%,0.15%
GAYA,0.32%,95.23%,4.45%,57.36%,42.30%,0.35%,87.25%,12.22%,0.53%,91.88%,8.12%,7.20%,92.80%,1.92%,87.92%,10.16%,GAYA,99.55%,0.45%,99.36%,0.64%,undefined%,undefined%,undefined%,90.50%,9.50%,97.97%,2.03%,91.82%,8.18%
MUNGER,0.03%,32.12%,67.85%,47.88%,51.19%,0.94%,80.96%,18.68%,0.36%,50.12%,49.88%,72.38%,27.62%,12.53%,74.14%,13.33%,MUNGER,99.47%,0.53%,99.78%,0.22%,undefined%,undefined%,undefined%,89.61%,10.39%,80.11%,19.89%,91.78%,8.22%
BANKA,0.05%,5.01%,94.94%,3.91%,96.06%,0.03%,67.60%,31.78%,0.61%,19.87%,80.13%,48.33%,51.67%,6.42%,86.57%,7.01%,BANKA,99.57%,0.43%,99.85%,0.15%,undefined%,undefined%,undefined%,92.71%,7.29%,93.66%,6.34%,95.93%,4.07%
SUPAUL,0.10%,49.43%,50.48%,12.85%,79.40%,7.74%,47.13%,41.22%,11.65%,62.48%,37.52%,47.70%,52.30%,11.26%,80.90%,7.84%,SUPAUL,98.49%,1.51%,99.90%,0.10%,undefined%,undefined%,undefined%,84.14%,15.86%,89.13%,10.87%,84.63%,15.37%
DARBHANGA,0.07%,38.01%,61.92%,0.16%,99.70%,0.13%,92.16%,7.53%,0.31%,84.88%,15.12%,3.39%,96.61%,0.92%,56.20%,42.88%,DARBHANGA,99.98%,0.02%,100.00%,0.00%,undefined%,undefined%,undefined%,99.77%,0.23%,97.12%,2.88%,99.88%,0.12%
ROHTAS,0.29%,98.95%,0.76%,2.85%,96.86%,0.29%,83.12%,16.72%,0.16%,91.92%,8.08%,0.29%,99.71%,3.38%,94.32%,2.30%,ROHTAS,99.97%,0.03%,99.97%,0.03%,undefined%,undefined%,undefined%,99.94%,0.06%,98.21%,1.79%,100.00%,0.00%
SAHARSA,0.41%,39.43%,60.16%,11.96%,87.16%,0.88%,20.62%,75.96%,3.42%,60.21%,39.79%,42.53%,57.47%,38.12%,54.33%,7.55%,SAHARSA,99.51%,0.49%,99.62%,0.38%,undefined%,undefined%,undefined%,97.01%,2.99%,68.93%,31.07%,86.11%,13.89%
PURNIA,0.24%,45.02%,54.74%,29.36%,66.82%,3.82%,67.93%,30.47%,1.60%,63.31%,36.69%,9.56%,90.44%,67.89%,28.92%,3.19%,PURNIA,99.86%,0.14%,96.60%,3.40%,undefined%,undefined%,undefined%,99.00%,1.00%,65.48%,34.52%,90.76%,9.24%
