0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,6,7,8,9,10,11,12,13
LUNGLEI,7.51%,36.38%,56.10%,5.16%,42.49%,52.35%,0.70%,66.90%,32.39%,73.47%,26.53%,100.00%,0.00%,99.30%,0.00%,0.70%,LUNGLEI,0.00%,0.00%,0.00%,0.00%,undefined%,undefined%,undefined%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SERCHHIP,0.00%,6.91%,93.09%,0.77%,92.07%,7.16%,5.13%,27.69%,67.18%,87.98%,12.02%,0.00%,0.00%,100.00%,0.00%,0.00%,SERCHHIP,0.00%,0.00%,0.00%,0.00%,undefined%,undefined%,undefined%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SAITUAL,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,50.00%,50.00%,0.00%,100.00%,0.00%,SAITUAL,100.00%,0.00%,0.00%,100.00%,undefined%,undefined%,undefined%,100.00%,0.00%,100.00%,0.00%,100.00%,0.00%
AIZAWL,0.00%,0.00%,100.00%,0.65%,87.10%,12.26%,0.65%,1.94%,97.42%,94.84%,5.16%,0.00%,0.00%,100.00%,0.00%,0.00%,AIZAWL,100.00%,0.00%,100.00%,0.00%,undefined%,undefined%,undefined%,100.00%,0.00%,50.00%,50.00%,0.00%,0.00%
KOLASIB,3.81%,56.71%,39.48%,7.60%,91.80%,0.60%,79.60%,19.40%,1.00%,99.80%,0.20%,89.80%,10.20%,100.00%,0.00%,0.00%,KOLASIB,100.00%,0.00%,100.00%,0.00%,undefined%,undefined%,undefined%,0.20%,99.80%,100.00%,0.00%,0.00%,100.00%
CHAMPHAI,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,CHAMPHAI,100.00%,0.00%,100.00%,0.00%,undefined%,undefined%,undefined%,100.00%,0.00%,100.00%,0.00%,100.00%,0.00%
LAWNGTLAI,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0.00%,50.00%,50.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,0.00%,LAWNGTLAI,0.00%,0.00%,0.00%,0.00%,undefined%,undefined%,undefined%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
SAIHA,0.00%,0.00%,100.00%,5.26%,47.37%,47.37%,0.00%,84.21%,15.79%,5.26%,94.74%,0.00%,0.00%,100.00%,0.00%,0.00%,SAIHA,0.00%,0.00%,0.00%,0.00%,undefined%,undefined%,undefined%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
