0,1,2,3,4,5,6,7,8,9,10,11,12,13
SOUTH GOA,98.43%,1.57%,71.69%,28.31%,undefined%,undefined%,undefined%,98.11%,1.89%,76.97%,23.03%,99.24%,0.76%
NORTH GOA,98.92%,1.08%,83.79%,16.21%,undefined%,undefined%,undefined%,99.22%,0.78%,68.29%,31.71%,96.04%,3.96%
