BARAN,0.00%,33.33%,66.67%,31.13%,67.78%,1.09%,72.62%,24.84%,2.54%,55.86%,44.14%,55.34%,44.66%,0.24%,35.35%,64.41%,,,,,,,,,,,,,,
JAIPUR,0.00%,0.00%,0.00%,4.97%,91.82%,3.21%,67.44%,31.21%,1.35%,2.58%,97.42%,18.32%,81.68%,0.08%,11.27%,88.65%,,,,,,,,,,,,,,
DAUSA,0.00%,0.00%,100.00%,6.79%,93.19%,0.02%,69.43%,30.53%,0.04%,0.19%,99.81%,36.37%,63.63%,0.00%,9.14%,90.86%,,,,,,,,,,,,,,
Didwana Kuchaman,0.00%,0.00%,0.00%,0.92%,98.78%,0.31%,95.41%,4.59%,0.00%,0.31%,99.69%,0.92%,99.08%,0.00%,0.00%,100.00%,,,,,,,,,,,,,,
BUNDI,0.00%,0.00%,0.00%,5.54%,94.46%,0.00%,96.13%,3.77%,0.10%,53.21%,46.79%,12.13%,87.87%,0.07%,6.23%,93.71%,,,,,,,,,,,,,,
Salumbar,0.00%,0.00%,0.00%,0.05%,96.05%,3.90%,72.98%,27.02%,0.00%,18.91%,81.09%,49.70%,50.30%,0.38%,11.75%,87.86%,,,,,,,,,,,,,,
Phalodi,0.00%,0.00%,0.00%,18.00%,81.83%,0.17%,93.97%,5.95%,0.08%,0.17%,99.83%,21.22%,78.78%,0.00%,0.00%,100.00%,,,,,,,,,,,,,,
NAGAUR,0.00%,0.00%,0.00%,0.72%,99.28%,0.00%,86.04%,13.96%,0.00%,0.38%,99.62%,10.50%,89.50%,0.04%,0.64%,99.32%,,,,,,,,,,,,,,
BIKANER,0.00%,0.00%,100.00%,0.46%,99.50%,0.04%,99.19%,0.66%,0.16%,0.35%,99.65%,1.86%,98.14%,0.08%,0.50%,99.42%,,,,,,,,,,,,,,
Anoopgarh,0.00%,0.00%,100.00%,0.79%,99.14%,0.07%,99.40%,0.00%,0.60%,0.26%,99.74%,37.59%,62.41%,0.00%,0.26%,99.74%,,,,,,,,,,,,,,
Jodhpur Gramin,0.00%,0.00%,100.00%,20.07%,79.93%,0.00%,84.53%,15.04%,0.44%,0.22%,99.78%,8.61%,91.39%,0.00%,0.00%,100.00%,,,,,,,,,,,,,,
DHOLPUR,0.08%,0.18%,99.74%,5.73%,94.20%,0.08%,74.09%,25.80%,0.11%,0.24%,99.76%,26.46%,73.54%,0.03%,0.03%,99.95%,,,,,,,,,,,,,,
ALWAR,0.00%,15.79%,84.21%,4.01%,95.08%,0.91%,48.14%,32.83%,19.02%,4.21%,95.79%,45.98%,54.02%,0.11%,7.18%,92.70%,,,,,,,,,,,,,,
BANSWARA,0.00%,0.00%,100.00%,0.30%,99.60%,0.10%,99.81%,0.04%,0.15%,57.56%,42.44%,51.76%,48.24%,0.06%,35.49%,64.44%,,,,,,,,,,,,,,
JHALAWAR,0.00%,0.00%,0.00%,1.64%,97.88%,0.48%,99.29%,0.17%,0.54%,34.96%,65.04%,34.11%,65.89%,0.23%,0.62%,99.15%,,,,,,,,,,,,,,
HANUMANGARH,0.00%,0.00%,100.00%,4.84%,93.02%,2.14%,97.88%,1.97%,0.15%,2.59%,97.41%,42.09%,57.91%,0.01%,0.67%,99.31%,,,,,,,,,,,,,,
JODHPUR,0.00%,0.00%,100.00%,20.19%,79.72%,0.09%,89.67%,10.06%,0.27%,0.30%,99.70%,9.88%,90.12%,0.03%,0.07%,99.90%,,,,,,,,,,,,,,
SIKAR,0.00%,0.00%,100.00%,9.65%,89.93%,0.41%,99.07%,0.34%,0.59%,0.59%,99.41%,0.21%,99.79%,0.21%,0.21%,99.59%,,,,,,,,,,,,,,
KOTA,0.00%,100.00%,0.00%,4.40%,95.54%,0.06%,97.37%,2.60%,0.03%,55.46%,44.54%,38.26%,61.74%,0.03%,1.69%,98.28%,,,,,,,,,,,,,,
AJMER,0.00%,0.00%,100.00%,0.30%,99.40%,0.30%,85.49%,14.36%,0.15%,15.65%,84.35%,41.57%,58.43%,0.08%,0.68%,99.24%,,,,,,,,,,,,,,
SIROHI,0.00%,0.00%,100.00%,6.01%,93.94%,0.06%,97.39%,2.20%,0.41%,21.89%,78.11%,20.30%,79.70%,0.09%,5.42%,94.49%,,,,,,,,,,,,,,
BHILWARA,0.00%,0.00%,100.00%,32.95%,65.98%,1.07%,99.67%,0.16%,0.16%,63.35%,36.65%,66.56%,33.44%,0.00%,5.51%,94.49%,,,,,,,,,,,,,,
